"WONUM","STATUS","STATUSDATE","ZZCREATEDATE","LOCATION","DESCRIPTION","FAILURECODE","PROBLEMCODE","JPNUM","ZZREQNUM","FIRSTAPPRSTATUS","ZZLEADPOSSIBLE","ZZLEAD","ZZSUBWORKTYPE","ZZWORKOWNER","PARENT","PARENTSTATUS","PARENTSTATUSDATE","PARENTCRAFT","PARENTFC","PARENTPC"
"71036003",WTSCH,2022-07-08 09:17:01.000,2019-11-25 22:05:39.000,"038.02.002.F11.11D",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,CAN,W,1,LBPXRF,DEV038,"66505634",CLOSE,2019-11-25 23:30:10.000,VENDOR,,
"92508818",FAILREVIEW,2022-07-08 17:30:09.000,2022-06-07 22:13:55.000,"038.03.003.F06.06C",Re- Schedule for 7-8-22,PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPXRF05,DEV038,"87227968",CLOSE,2022-06-07 23:41:48.000,VENDOR,,
"93383903",WTSCH,2022-07-08 22:15:14.000,2022-07-08 22:15:14.000,"038.10.010.F05.05F",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87229579",CLOSE,2022-07-08 23:30:18.000,VENDOR,,
"93383904",WTSCH,2022-07-08 22:15:25.000,2022-07-08 22:15:25.000,"038.06.006.F04.04A",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87228630",CLOSE,2023-01-25 23:36:03.000,VENDOR,,
"93383906",WTSCH,2022-07-08 22:15:36.000,2022-07-08 22:15:36.000,"038.04.004.F10.10C",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87228270",CLOSE,2022-07-08 23:32:36.000,VENDOR,,
"93383907",WTSCH,2022-07-08 22:15:46.000,2022-07-08 22:15:46.000,"038.03.003.F11.11F",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87228060",CLOSE,2022-07-08 23:32:54.000,VENDOR,,
"67633007",WTSCH,2022-07-09 11:17:03.000,2019-07-03 21:09:19.000,"038.04.004.F10.10G",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,CAN,W,1,LBPXRF,DEV038,"66507548",CLOSE,2019-10-30 23:31:24.000,VENDOR,,
"93409517",WTSCH,2022-07-11 15:29:15.000,2022-07-11 15:29:15.000,"038.02.002.F02.02H",Paints,PAINT,NEEDSPAINTING,V10001,,,A,1,ASSESSMENT,DEV038,"86304228",CLOSE,2022-07-11 20:28:30.000,MAINT,,
"93409759",WTSCH,2022-07-11 15:39:23.000,2022-07-11 15:39:22.000,"038.09.009.F03.03A.BTH01",needs glazier,BATHTUBSHOWER,ENAMELDAMAGEDRUSTED,V10001,,,W,1,,DEV038,"93338252",CLOSE,2022-07-11 15:39:26.000,MAINT,BATHTUBSHOWER,ENAMELDAMAGEDRUSTED
"93412535",WTSCH,2022-07-11 19:52:19.000,2022-07-11 19:52:18.000,"038.06.006.F04.04C.BD02",floor dml,FLOOR,FLOORTILESDML,V10001,,,,1,,DEV038,"93401419",CLOSE,2022-07-11 19:52:23.000,MAINT,FLOOR,FLOORTILESDML
"93412548",WTSCH,2022-07-11 19:53:36.000,2022-07-11 19:53:36.000,"038.06.006.F04.04C.KIT01",floor dml,FLOOR,FLOORTILESDML,V10001,,,,1,,DEV038,"93401377",CLOSE,2022-07-11 19:53:41.000,MAINT,FLOOR,FLOORTILESDML
"93415057",WTSCH,2022-07-11 22:27:58.000,2022-07-11 22:27:58.000,"038.12.012.F02.02D",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,,1,LBPXRF05,DEV038,"87229981",CLOSE,2022-07-11 23:34:56.000,VENDOR,,
"93419456",WTSCH,2022-07-12 09:48:53.000,2022-07-12 09:48:53.000,"038.13.013.F09.09C",prepare and paint entire apartment,PAINT,NEEDSPAINTING,V10001,,,,1,,DEV038,"91168494",CLOSE,2022-07-12 09:49:06.000,PAINTSPV,PAINT,NEEDSPAINTING
"93425991",WTSCH,2022-07-12 14:03:13.000,2022-07-12 14:02:47.000,"038.04.004.F13.13D",paint entire apartment.,PAINT,NEEDSPAINTING,V10001,,,A,1,,DEV038,"91609654",CLOSE,2022-07-12 14:03:15.000,PAINTSPV,PAINT,NEEDSPAINTING
"93426662",WTSCH,2022-07-12 14:31:34.000,2022-07-12 14:31:34.000,"038.02.002.F04.04C.BTH01",Bath Tub / Shower,BATHTUBSHOWER,ENAMELDAMAGEDRUSTED,V10001,,,W,1,ASSESSMENT,DEV038,"86286873",CLOSE,2022-07-12 20:34:06.000,MAINT,,
"93436945",WTSCH,2022-07-13 09:14:23.000,2022-07-13 09:14:21.000,"038.02.002.F10.10H",paint entire apartment.,PAINT,NEEDSPAINTING,V10001,,,A,1,,DEV038,"92048246",CLOSE,2022-07-13 09:14:37.000,PAINTSPV,PAINT,NEEDSPAINTING
"85307270",APPR,2022-07-13 10:39:15.000,2021-11-12 20:33:35.000,"038.11.011.F04.04G",Schedule for 7-13-22,PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPASMAPT,DEV038,"83093036",CLOSE,2021-11-12 20:33:35.000,VENDOR,,
"93442845",WTSCH,2022-07-13 13:00:08.000,2022-07-13 13:00:05.000,"038.11.011.F10.10B",paint entire apartment.,PAINT,NEEDSPAINTING,V10001,,,XA,1,,DEV038,"92094021",CLOSE,2022-07-13 13:00:17.000,PAINTSPV,PAINT,NEEDSPAINTING
"93443891",WTSCH,2022-07-13 13:44:41.000,2022-07-13 13:44:38.000,"038.10.010.F07.07H",paint entire apartment,PAINT,NEEDSPAINTING,V10001,,,A,1,,DEV038,"91879365",CLOSE,2022-07-13 13:44:51.000,PAINTSPV,PAINT,NEEDSPAINTING
"93251513",APPR,2022-07-13 14:18:02.000,2022-07-01 22:24:30.000,"038.09.009.F13.13G",Paint Vendor,PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPXRF05,DEV038,"87229489",APPR,2021-12-17 10:43:23.000,VENDOR,,
"93444835",WTSCH,2022-07-13 14:22:00.000,2022-07-13 14:21:57.000,"038.10.010.F04.04B",paint entire apartment,PAINT,NEEDSPAINTING,V10001,,,,1,,DEV038,"90861573",CLOSE,2022-07-13 14:22:07.000,PAINTSPV,PAINT,NEEDSPAINTING
"93451549",WTSCH,2022-07-13 22:20:11.000,2022-07-13 22:20:11.000,"038.13.013.F02.02D",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87230207",CLOSE,2022-07-13 23:35:59.000,VENDOR,,
"93451554",WTSCH,2022-07-13 22:20:27.000,2022-07-13 22:20:27.000,"038.11.011.F14.14A",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,W,1,LBPXRF05,DEV038,"87229953",APPR,2021-12-17 10:44:10.000,VENDOR,,
"93451558",WTSCH,2022-07-13 22:20:42.000,2022-07-13 22:20:42.000,"038.08.008.F09.09F",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,XW,1,LBPXRF05,DEV038,"87229194",APPR,2021-12-17 10:42:52.000,VENDOR,,
"93451560",WTSCH,2022-07-13 22:21:07.000,2022-07-13 22:21:07.000,"038.06.006.F12.12E",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,W,1,LBPXRF05,DEV038,"87228793",APPR,2021-12-17 10:42:04.000,VENDOR,,
"93454782",WTSCH,2022-07-14 09:20:36.000,2022-07-14 09:20:36.000,"038.08.008.F03.03H",paint entire apartment,PAINT,NEEDSPAINTING,V10001,,,A,1,,DEV038,"91241496",CLOSE,2022-07-14 09:20:48.000,PAINTSPV,PAINT,NEEDSPAINTING
"93458898",WTSCH,2022-07-14 11:47:25.000,2022-07-14 11:47:23.000,"038.01.001.F06.06E",paint entire apartment,PAINT,NEEDSPAINTING,V10001,,,,1,,DEV038,"91895716",CLOSE,2022-07-14 11:47:45.000,PAINTSPV,PAINT,NEEDSPAINTING
"93458970",APPR,2022-07-14 11:50:13.000,2022-07-14 11:50:11.000,"038.13.013.F01.SNR01",fire extinguisher out dated,FIREEXTINGUISHER,AINSPTAGEXPIRED,V10001,,APPR,C,1,,DEV038,"93455493",CLOSE,2022-07-14 11:50:15.000,MAINT,FIREEXTINGUISHER,AINSPTAGEXPIRED
"93468050",WTSCH,2022-07-14 22:28:21.000,2022-07-14 22:28:21.000,"038.12.012.F06.06E",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87230050",APPR,2021-12-17 10:44:20.000,VENDOR,,
"93468051",WTSCH,2022-07-14 22:28:23.000,2022-07-14 22:28:23.000,"038.12.012.F06.06E",Paint Vendor,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPXRF05,DEV038,"87230050",APPR,2021-12-17 10:44:20.000,VENDOR,,
"93468052",WTSCH,2022-07-14 22:28:37.000,2022-07-14 22:28:37.000,"038.10.010.F07.07C",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,W,1,LBPXRF05,DEV038,"87229605",CLOSE,2022-07-14 23:30:19.000,VENDOR,,
"93468053",WTSCH,2022-07-14 22:28:49.000,2022-07-14 22:28:49.000,"038.05.005.F08.08H",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87228481",CLOSE,2022-07-14 23:41:05.000,VENDOR,,
"93468055",WTSCH,2022-07-14 22:29:06.000,2022-07-14 22:29:06.000,"038.04.004.F06.06E",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,W,1,LBPXRF05,DEV038,"87228208",CLOSE,2022-07-14 23:30:14.000,VENDOR,,
"93468092",WTSCH,2022-07-14 22:34:32.000,2022-07-14 22:34:32.000,"038.04.004.F07.07A",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87228213",CLOSE,2022-07-14 23:41:03.000,VENDOR,,
"93470280",WTSCH,2022-07-15 08:54:25.000,2022-07-15 08:54:25.000,"038.01.001.F01",vendors,DOORPUBLICSPACE,DOORCLOSERDML,V10001,,,C,1,,DEV038,"92610999",CLOSE,2022-07-15 08:54:30.000,MAINT,DOORPUBLICSPACE,DOORCLOSERDML
"93484125",WTSCH,2022-07-15 22:12:09.000,2022-07-15 22:12:09.000,"038.05.005.F04.04E",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87228410",CLOSE,2022-07-15 23:30:27.000,VENDOR,,
"93484131",WTSCH,2022-07-15 22:13:03.000,2022-07-15 22:13:03.000,"038.05.005.F04.04D",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87228407",CLOSE,2022-07-15 23:30:21.000,VENDOR,,
"93484137",WTSCH,2022-07-15 22:14:35.000,2022-07-15 22:14:35.000,"038.07.007.F03.03C",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,W,1,LBPXRF05,DEV038,"87228865",APPR,2021-12-17 10:42:13.000,VENDOR,,
"93484186",WTSCH,2022-07-15 22:20:03.000,2022-07-15 22:20:03.000,"038.04.004.F08.08E",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87228239",CLOSE,2022-07-15 23:55:27.000,VENDOR,,
"92721975",FAILSCH,2022-07-16 14:11:20.000,2022-06-21 22:41:28.000,"038.05.005.F12.12G",Resident refuse,PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPXRF05,DEV038,"87228548",CLOSE,2022-06-21 23:57:39.000,VENDOR,,
"79402709",FAILSCH,2022-07-16 14:52:27.000,2021-02-05 20:37:14.000,"038.01.001.F13.13D",requested Plasterer on 11/19/21,PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPASMAPT,DEV038,"77372519",CLOSE,2021-02-05 20:37:12.000,VENDOR,,
"85307032",FAILSCH,2022-07-16 14:55:13.000,2021-11-12 20:26:56.000,"038.08.008.F13.13F",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPASMAPT,DEV038,"83092760",CLOSE,2021-11-12 20:26:56.000,VENDOR,,
"92625706",FAILSCH,2022-07-16 14:57:11.000,2022-06-14 22:17:48.000,"038.08.008.F08.08A",Paint Vendor,PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPXRF05,DEV038,"87229166",CLOSE,2022-06-14 23:34:19.000,VENDOR,,
"92625757",APPR,2022-07-16 15:07:59.000,2022-06-14 22:23:10.000,"038.02.014.F05.05B",Need Plaster,PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPXRF05,DEV038,"87227732",CLOSE,2022-07-08 23:32:27.000,VENDOR,,
"87084832",FAILSCH,2022-07-16 15:31:34.000,2021-12-09 10:18:05.000,"038.04.004.F13.13A",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPASMAPT,DEV038,"83092350",CLOSE,2021-12-09 10:18:05.000,VENDOR,,
"87066319",FAILSCH,2022-07-16 16:02:15.000,2021-12-08 10:18:29.000,"038.11.011.F04.04D",Resident is covid 19 positive 7-2-22,PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPASMAPT,DEV038,"83093031",CLOSE,2021-12-08 10:18:29.000,VENDOR,,
"93513977",WTSCH,2022-07-18 15:01:37.000,2022-07-18 15:01:37.000,"038.09.009.F03.03A.BTH01",new new floor tiles  bathroom,FLOOR,FLOORTILESDML,V10001,,,W,1,,DEV038,"92787235",CLOSE,2022-07-18 15:01:41.000,MAINT,FLOOR,FLOORTILESDML
"93519337",WTSCH,2022-07-18 22:34:10.000,2022-07-18 22:34:10.000,"038.07.007.F14.14B",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87229041",APPR,2021-12-17 10:42:34.000,VENDOR,,
"93519338",WTSCH,2022-07-18 22:34:20.000,2022-07-18 22:34:20.000,"038.06.006.F01.01B",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,W,1,LBPXRF05,DEV038,"87228582",APPR,2021-12-17 10:41:44.000,VENDOR,,
"93519339",WTSCH,2022-07-18 22:34:31.000,2022-07-18 22:34:31.000,"038.06.006.F01.01A",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87228581",APPR,2021-12-17 10:41:44.000,VENDOR,,
"93519340",WTSCH,2022-07-18 22:34:32.000,2022-07-18 22:34:32.000,"038.06.006.F01.01A",Paint Vendor,PAINT,NEEDSPAINTING,V10001,,,A,1,LBPXRF05,DEV038,"87228581",APPR,2021-12-17 10:41:44.000,VENDOR,,
"93519342",WTSCH,2022-07-18 22:34:45.000,2022-07-18 22:34:45.000,"038.04.004.F11.11F",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87228293",CLOSE,2022-07-18 23:34:10.000,VENDOR,,
"93519343",WTSCH,2022-07-18 22:34:57.000,2022-07-18 22:34:57.000,"038.04.004.F11.11A",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87228280",CLOSE,2022-07-18 23:31:16.000,VENDOR,,
"62869940",APPR,2022-07-19 10:13:50.000,2018-11-14 16:05:26.000,"038.09.009.F10.10F","2121148-",PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPDEFNOCU6,DEV038,"61379762",CLOSE,2018-11-14 20:57:58.000,VENDOR,,
"85528020",APPR,2022-07-19 17:20:44.000,2021-11-24 09:35:36.000,"038.06.006.F08.08G",prepare and paint entire apt.,PAINT,NEEDSPAINTING,V10001,,APPR,,1,,DEV038,"79225515",CLOSE,2021-11-24 09:35:43.000,PAINTSPV,PAINT,PEELING
"85306551",PENDREVIEW,2022-07-19 19:10:16.000,2021-11-12 20:06:23.000,"038.12.012.F07.07A",Schedule for 7-19-22,PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPASMAPT,DEV038,"83093195",CLOSE,2021-11-12 20:06:23.000,VENDOR,,
"93616516",WTSCH,2022-07-20 09:17:20.000,2022-07-20 09:17:18.000,"038.01.001.F10.10A.BD02",tile missing in the apt,FLOOR,FLOORTILESDML,V10001,,,W,1,ASSESSMENT,DEV038,"86073949",CLOSE,2022-07-08 20:24:51.000,MAINT,,
"93645171",WTSCH,2022-07-21 14:42:17.000,2022-07-21 14:42:17.000,"038.07.007.F09.09H",lead flooring.. hazardous,FLOOR,FLOORTILESDML,V10001,,,W,1,,DEV038,"93616806",CLOSE,2022-07-21 14:42:23.000,MAINT,FLOOR,FLOORTILESDML
"93670382",WTSCH,2022-07-22 22:18:12.000,2022-07-22 22:18:12.000,"038.02.002.F02.02G",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227468",CLOSE,2022-07-22 23:59:57.000,VENDOR,,
"93670489",WTSCH,2022-07-22 22:28:03.000,2022-07-22 22:28:03.000,"038.04.004.F11.11E",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87228292",CLOSE,2022-07-22 23:58:27.000,VENDOR,,
"62865498",APPR,2022-07-24 13:37:53.000,2018-11-14 12:59:14.000,"038.05.005.F03.03G",REFUSED 11/24/20,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPDEFNOCU6,DEV038,"61378871",CLOSE,2018-11-14 20:50:50.000,VENDOR,,
"93704315",WTSCH,2022-07-25 10:26:45.000,2022-07-25 10:26:44.000,"038.13.013.F14.14F.LIV01",floor tiles damaged,FLOOR,FLOORTILESDML,V10001,,,W,1,,DEV038,"93640440",CLOSE,2022-07-25 10:27:25.000,MAINT,FLOOR,FLOORTILESDML
"67883933",WTSCH,2022-07-25 10:39:28.000,2019-07-25 19:03:48.000,"038.08.008.F06.06G",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,CAN,W,1,LBPXRF,DEV038,"66572841",CLOSE,2019-12-05 23:31:26.000,VENDOR,,
"93712913",WTSCH,2022-07-25 15:02:02.000,2022-07-25 15:01:18.000,"038.10.010.LOB01",magnet door need to be fix,DOORMAINENTR,MAGNETDMLOOOO,V10001,,,C,1,,DEV038,"92842547",CLOSE,2022-07-25 15:01:21.000,MAINT,DOORMAINENTR,MAGNETDMLOOOO
"93721499",WTSCH,2022-07-25 22:36:48.000,2022-07-25 22:36:48.000,"038.12.012.F04.04G",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,,1,LBPXRF05,DEV038,"87230020",APPR,2021-12-17 10:44:15.000,VENDOR,,
"93721500",WTSCH,2022-07-25 22:36:59.000,2022-07-25 22:36:59.000,"038.10.010.F02.02E",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87229526",CLOSE,2022-07-25 23:30:39.000,VENDOR,,
"93721503",WTSCH,2022-07-25 22:37:18.000,2022-07-25 22:37:18.000,"038.08.008.F02.02G",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87229076",CLOSE,2022-07-25 23:38:09.000,VENDOR,,
"93721508",WTSCH,2022-07-25 22:37:52.000,2022-07-25 22:37:52.000,"038.07.007.F08.08G",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87228958",CLOSE,2022-07-25 23:38:06.000,VENDOR,,
"93721511",WTSCH,2022-07-25 22:38:11.000,2022-07-25 22:38:11.000,"038.07.007.F06.06B",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87228912",CLOSE,2022-07-25 23:37:52.000,VENDOR,,
"93721513",WTSCH,2022-07-25 22:38:24.000,2022-07-25 22:38:24.000,"038.07.007.F02.02F",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87228857",CLOSE,2022-07-25 23:30:16.000,VENDOR,,
"93721516",WTSCH,2022-07-25 22:38:49.000,2022-07-25 22:38:49.000,"038.04.004.F10.10B",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87228268",CLOSE,2022-07-25 23:30:24.000,VENDOR,,
"93721517",WTSCH,2022-07-25 22:39:03.000,2022-07-25 22:39:03.000,"038.04.004.F02.02E",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87228136",CLOSE,2022-07-25 23:30:32.000,VENDOR,,
"87066326",PENDREVIEW,2022-07-26 09:06:32.000,2021-12-08 10:18:41.000,"038.09.009.F11.11B",Schedule for 7-25-22,PAINT,NEEDSPAINTING,V10001,,INPRG,A,1,LBPASMAPT,DEV038,"83092866",CLOSE,2021-12-08 10:18:41.000,VENDOR,,
"85278181",PENDREVIEW,2022-07-26 09:11:49.000,2021-11-10 20:07:15.000,"038.07.007.F12.12E",Schedule for 7-25-22,PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPASMAPT,DEV038,"83092637",CLOSE,2021-11-10 20:07:15.000,VENDOR,,
"70255065",WTSCH,2022-07-26 09:29:29.000,2019-11-20 22:24:01.000,"038.10.010.F10.10G",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,CAN,W,1,LBPXRF,DEV038,"66764580",CLOSE,2020-01-28 23:32:06.000,VENDOR,,
"82593963",APPR,2022-07-26 12:16:57.000,2021-07-19 15:28:07.000,"038.05.005.F08.08G.FH01",Floor Length=12 Width=12,FLOOR,FLOORTILESDML,V10001,,APPR,,1,ASSESSMENT,DEV038,"78102997",CLOSE,2021-07-19 20:18:22.000,MAINT,,
"92817226",APPR,2022-07-26 13:04:26.000,2022-06-28 14:06:23.000,"038.10.010.F04.04C.BTH01",Bath Tub / Shower,BATHTUBSHOWER,ENAMELDAMAGEDRUSTED,V10001,,APPR,W,1,ASSESSMENT,DEV038,"86897227",CLOSE,2022-06-28 20:43:49.000,MAINT,,
"93739754",APPR,2022-07-26 15:21:52.000,2022-07-26 15:21:49.000,"038.10.010.F14.14E",vendor,WINDOWSILL,FOLLOWUP,V10001,,APPR,A,1,,DEV038,"89975209",CLOSE,2022-07-26 15:21:51.000,GLAZIER,WINDOWGLASS,WINDOWFRAMEDL
"93451559",SCHED,2022-07-26 17:36:21.000,2022-07-13 22:20:53.000,"038.07.007.F03.03F",Schedule for 7-27-22 resident cancel,PAINT,LEADNEGNEEDSPAINTING,V10001,,APPR,W,1,LBPXRF05,DEV038,"87228873",CLOSE,2022-07-13 23:35:56.000,VENDOR,,
"91895912",PENDREVIEW,2022-07-27 10:24:39.000,2022-05-19 11:11:47.000,"038.07.007.F12.12E",Schedule for 7-26-22,PAINT,NEEDSPAINTING,V10001,,APPR,A,1,LBPDEFCU6,DEV038,"89130724",CLOSE,2022-05-20 20:58:41.000,VENDOR,,
"79412748",APPR,2022-07-27 12:43:13.000,2021-02-06 20:09:18.000,"038.03.003.F08.08E",Generic Vendor Work Plan,PAINT,NEEDSPAINTING,V10001,,APPR,,1,LBPASMAPT,DEV038,"77373177",CLOSE,2021-02-06 20:09:17.000,VENDOR,,
"93778916",WTSCH,2022-07-28 08:12:45.000,2022-07-27 14:47:02.000,"038.08.008.F05.05G.FH01",need tile in hallway,FLOOR,FLOORTILESDML,V10001,,,W,1,,DEV038,"93306099",CLOSE,2022-07-27 14:48:56.000,MAINT,FLOOR,FLOORTILESDML
"93780563",WTSCH,2022-07-28 09:00:50.000,2022-07-28 09:00:48.000,"038.10.010.LOB01",door needs hinge and strike plate,DOORMAINENTR,ARMATUREDML,V10001,,,C,1,,DEV038,"93776684",CLOSE,2022-07-28 09:06:06.000,MAINT,DOORMAINENTR,LOCKOOO
"93788125",WTSCH,2022-07-28 13:18:04.000,2022-07-28 13:18:04.000,"038.03",rear door check is broken,DOORREAREXIT,DOORCLOSERDML,V10001,,,C,1,,DEV038,"93426900",CLOSE,2022-07-28 13:18:06.000,MAINT,DOORREAREXIT,NOTCLOSESTICKS
"93789194",WTSCH,2022-07-28 13:52:24.000,2022-07-28 13:51:33.000,"038.04.004.LOB01",magnet door doesn't work,DOORMAINENTR,MAGNETDMLOOOO,V10001,,,C,1,,DEV038,"93348475",CLOSE,2022-07-28 13:51:36.000,MAINT,DOORPUBLICSPACE,LOCKOOO
"93789467",WTSCH,2022-07-28 14:00:52.000,2022-07-28 14:00:31.000,"038.04.004.LOB01",magnet door doesn't work,DOORREAREXIT,MAGNETDMLOOOO,V10001,,,C,1,,DEV038,"91675025",CLOSE,2022-07-28 14:00:34.000,MAINT,DOORREAREXIT,MAGNETDMLOOOO
"93799559",WTSCH,2022-07-28 22:18:32.000,2022-07-28 22:18:32.000,"038.02.002.F13.13A",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227635",CLOSE,2022-07-28 23:33:14.000,VENDOR,,
"93799562",WTSCH,2022-07-28 22:18:43.000,2022-07-28 22:18:43.000,"038.02.002.F10.10C",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227592",CLOSE,2022-07-28 23:33:20.000,VENDOR,,
"93799566",WTSCH,2022-07-28 22:18:54.000,2022-07-28 22:18:54.000,"038.02.002.F05.05A",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,W,1,LBPXRF05,DEV038,"87227504",CLOSE,2022-07-28 23:30:14.000,VENDOR,,
"93799571",WTSCH,2022-07-28 22:19:11.000,2022-07-28 22:19:11.000,"038.01.001.F09.09A",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227345",CLOSE,2022-07-28 23:33:16.000,VENDOR,,
"93799580",WTSCH,2022-07-28 22:19:35.000,2022-07-28 22:19:35.000,"038.01.001.F03.03G",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227254",CLOSE,2022-07-28 23:30:03.000,VENDOR,,
"93799590",WTSCH,2022-07-28 22:19:59.000,2022-07-28 22:19:59.000,"038.01.001.F02.02A",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227227",CLOSE,2022-07-28 23:30:09.000,VENDOR,,
"93809840",WTSCH,2022-07-29 10:27:25.000,2022-07-29 10:27:25.000,"038.03.003.LOB01",needs vendors,DOORREAREXIT,DOORCLOSERDML,V10001,,,C,1,,DEV038,"92801025",CLOSE,2022-07-29 10:27:29.000,MAINT,DOORREAREXIT,DOORHINGESDMLOOO
"93823183",WTSCH,2022-07-29 22:06:27.000,2022-07-29 22:06:27.000,"038.01.001.F04.04E",Lead Negative Needs Painting,PAINT,LEADNEGNEEDSPAINTING,V10001,,,W,1,LBPXRF05,DEV038,"87227270",CLOSE,2022-07-29 23:30:07.000,VENDOR,,
"93823310",WTSCH,2022-07-29 22:12:44.000,2022-07-29 22:12:44.000,"038.02.014.F05.05A",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227728",CLOSE,2022-07-29 23:30:18.000,VENDOR,,
"93823322",WTSCH,2022-07-29 22:13:33.000,2022-07-29 22:13:33.000,"038.01.001.F02.02B",Abatement Vendor,LEAD,NEEDSABATEMENT,LEADABATE,,,W,1,LBPXRF05,DEV038,"87227228",CLOSE,2022-07-29 23:30:12.000,VENDOR,,
